actual,proposed
0.0,44.22597122192383
0.0,44.8231201171875
0.0,45.6212158203125
0.0,46.43242645263672
0.0,47.05686950683594
0.0,47.389869689941406
0.0,47.65107345581055
0.0,47.73881149291992
0.0,47.84811019897461
0.0,48.21563720703125
0.0,47.68440628051758
0.0,47.56798553466797
0.0,46.03965759277344
0.0,45.36003494262695
0.0,44.31718826293945
0.0,43.72666549682617
0.0,43.349727630615234
0.0,43.02127456665039
0.0,41.689571380615234
0.0,41.45634078979492
0.0,40.848453521728516
0.0,40.45585632324219
0.0,39.84720230102539
0.0,39.453819274902344
0.0,39.11041259765625
0.0,38.54505157470703
0.0,37.9237060546875
0.0,37.25284957885742
0.0,36.80424118041992
0.0,35.707889556884766
0.0,34.79273986816406
0.0,34.2681999206543
0.0,33.80839538574219
0.0,32.06548309326172
0.0,31.495084762573242
0.0,30.99448013305664
0.0,30.555456161499023
0.0,28.94101333618164
0.0,25.898235321044922
0.0,24.935253143310547
0.0,23.555147171020508
0.0,21.820650100708008
0.0,19.913110733032227
0.0,18.118560791015625
0.0,16.815628051757812
0.0,14.070274353027344
0.0,12.487578392028809
0.0,10.292848587036133
0.0,8.24366569519043
0.0,5.650654315948486
0.0,1.6726535558700562
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.7086346745491028
0.0,2.5300910472869873
0.0,4.404874324798584
0.0,6.452881336212158
0.0,7.981928825378418
0.0,12.597744941711426
0.0,14.433337211608887
0.0,16.713842391967773
0.0,18.30917739868164
0.0,20.251922607421875
0.0,24.30994987487793
0.0,27.44485092163086
0.0,28.681438446044922
0.0,29.776351928710938
0.0,31.012306213378906
0.0,31.966806411743164
0.0,32.5468864440918
0.0,32.93644332885742
0.0,34.21852111816406
0.0,34.422725677490234
0.0,34.21446990966797
0.0,34.31412124633789
0.0,34.128692626953125
0.0,34.12254333496094
0.0,34.12047576904297
0.0,34.12200927734375
0.0,34.12672424316406
0.0,34.134239196777344
0.0,34.156410217285156
0.0,34.452362060546875
0.0,32.78609085083008
0.0,32.07772445678711
0.0,31.595352172851562
0.0,31.43846321105957
0.0,30.896818161010742
0.0,29.497379302978516
0.0,28.82467269897461
0.0,27.447782516479492
0.0,26.098609924316406
0.0,25.32984161376953
0.0,24.387258529663086
0.0,22.19699478149414
0.0,20.85719871520996
0.0,19.162092208862305
0.0,18.462635040283203
0.0,16.58228302001953
0.0,15.138948440551758
0.0,13.487754821777344
0.0,12.45093059539795
0.0,11.270261764526367
0.0,10.102524757385254
0.0,7.894402027130127
0.0,6.745356559753418
0.0,4.8069539070129395
0.0,3.655668020248413
0.0,1.8409227132797241
0.0,0.6584441065788269
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.21950717270374298
0.0,1.4382123947143555
0.0,3.0465095043182373
0.0,7.341042518615723
0.0,10.738036155700684
0.0,12.647645950317383
0.0,17.085206985473633
0.0,21.082197189331055
0.0,23.97431182861328
0.0,28.003864288330078
0.0,30.178064346313477
0.0,32.08695602416992
0.0,33.63578796386719
0.0,35.27293014526367
0.0,36.848114013671875
0.0,38.36878204345703
0.0,39.84144592285156
0.0,41.27185821533203
0.0,42.93115997314453
0.0,43.854530334472656
0.0,45.666465759277344
0.0,47.98955154418945
0.0,49.39431381225586
184.16587829589844,50.359588623046875
0.0,52.01515579223633
0.0,52.53000259399414
0.0,53.27003479003906
0.0,54.19487380981445
